⍨ |,german,english,hungarian,type,date,score,labels,notes
h,kehren,to know (sb/sth),tudni,verb,2014-10-12,5,,
h,"kennen, kannte, gekannt","to flag, to mark",megjelölni,verb,2014-06-04,5,,
h,kennzeichnen,"to chuckle, to giggle",vihogni,verb,2014-10-01,5,,
h,kichern,to fold; to work; to clap,sikerülni,verb,2015-04-28,5,,
s,klappen,to get along; to clear,boldogulni vmivel; tisztázni,verb,2014-05-18,5,,
h,"klar|kommen, klarkam, klargekommen",to steal (colloquial),lopni (informális),verb,2014-05-01,5,,
h,klauen,"to stick, to adhere, to glue",ragadni; ragasztani,verb,2014-07-06,5,,
s,kleben,to climb,mászni,verb,2015-04-18,5,,
h,klettern,to climb,mászni,verb,2014-10-12,5,,
h,"klimmen, klomm, geklommen",to sound; to clink,hallatszani,verb,2014-05-24,5,,
h,"klingen, klang, geklungen",to pinch,"megcsípni, lapítni, beszorítani, belecsípni vmibe, összenyomni vmit két ujjal",verb,2014-10-12,5,,
h,"kneifen, kniff, gekniffen",to tie,csomózni,verb,2014-05-11,5,,
s,knüpfen,"to come, to arrive",jönni; érkezni,verb,2014-10-12,5,,
s,"kommen, kam, bekommen",to come,jönni,verb,2014-05-01,5,,
h,"kommen, kam, gekommen",to compress,"összenyomni, sűríteni",verb,2014-10-06,5,,
h,komprimieren,to be able,"tudni, képesnek lenni",verb,2014-10-12,5,,
h,"können, kann, kannst, kann, können, könnt, können, konnten, gekonnt",to taste; to cost,kerülni vmibe; kóstolni,verb,2015-02-12,5,,
h,kosten,to crash,csattanni,verb,2014-05-15,5,,
h,krachen,to scratch,vakarni,verb,2014-08-11,5,,
s,kratzen,"to creep, to crawl","kúszni, csúszni, kibújni",verb,2014-10-12,5,,
h,"kriechen, kroch, gekrochen","to get, to catch",megkapni,verb,2014-09-01,5,,
h,kriegen,"to take care, to look after",gondoskodni,verb,2014-08-31,5,,
h,kümmern + sich (A) + um (A),to terminate,kirúgni; kilépni; felmondani,verb,2014-05-01,5,,
h,kündigen,to laugh,nevetni vmin,verb,2015-02-07,5,,
h,lachen + über (A),to load,tölteni,verb,2014-10-12,5,,
s,"laden, lud, geladen, lädst, lädt",to be bored,unatkozni,verb,2014-10-18,5,,
h,"langweilig sein, bin, bist, ist, sein, seid, sein, war, gewesen","to allow, to permit, to let; to have sb do sth",megengedni; csináltatni vkivel vmit,verb,2014-10-12,5,,
s,"lassen, ließ, gelassen, lässt/läßt, lässt/läßt",to walk,gyalogolni,verb,2014-10-12,5,,
h,"laufen, lief, gelaufen, läufst, läuft",to eavesdrop,kihallgatni (vmit); hallgatózni,verb,2015-02-15,5,,
h,lauschen,to sort,elrendeződni,verb,2015-02-01,5,,
h,legen + sich (A),to lean,dőlni,verb,2014-05-01,5,,
h,lehnen,to teach,tanítani,verb,2014-05-01,5,,
h,lehren,to come naturally to sb,könnyűnek találni vkit,verb,2014-10-09,5,,
h,"leicht fallen, fiel, gefallen, fällst, fällt + (D)","to bear, to endure; to suffer, to feel pain","kibírni, elviselni; szenvedni, fájdalmat érezni",verb,2014-10-12,5,,
h,"leiden, litt, gelitten","to lend, to loan (US); to borrow",kölcsönözni; kölcsön adni; kölcsön kérni,verb,2014-10-12,5,,
h,"leihen, lieh, geliehen",to achieve,teljesíteni,verb,2014-05-10,5,,
h,leisten,to allow sth oneself,"megengedni magának (anyagilag, erkölcsileg?)",verb,2014-05-29,5,,
h,leisten + sich (D),to read,olvasni,verb,2014-10-12,5,,
h,"lesen, las, gelesen, liest, liest",to lie,"állni, lenni valahol",verb,2014-05-01,5,,
h,"liegen, lag, gelegen","to lure, to entice",csalogatni,verb,2014-05-01,5,,
h,locken,"to solve; to loose, to loosen, to detach, to remove","megoldani, megfejteni; eloldani, kioldani, leválasztani",verb,2014-05-01,5,,
s,lösen,to leave; to go off,elindulni,verb,2014-05-07,5,,
h,"losgehen, losging, losgegangen",to start shouting,kiabálni kezdeni,verb,2014-05-07,5,,
h,"losschreien, losschrien, losgeschrien",to start talking,beszélni elkezdeni,verb,2014-05-07,5,,
h,"lossprechen, lossprach, losgesprochen, lossprichst, losspricht",to lie,hazudni,verb,2014-05-09,5,,
h,"lügen, log, gelogen",to grind,"darálni, őrölni",verb,2014-10-12,5,,
h,"mahlen, mahlte, gemahlen",to paint (picture),festeni (képet),verb,2014-05-01,5,,
h,malen,to mark,megjelölni,verb,2014-05-08,5,,
h,markieren,to avoid,elkerülni,verb,2014-10-12,5,,
h,"meiden, mied, gemieden",to report,jelenteni,verb,2014-05-10,5,,
h,melden,to report sth to sb,jelenteni vmit vkinek,verb,2014-05-10,5,,
h,melden (A) + (D),"to sign up, to sign in","jelentkezni, bejelentkezni",verb,2014-05-11,5,,
h,melden + sich (A),to report sth to sb,jelentkezni (vkinél),verb,2014-05-10,5,,
h,melden + sich (A) + bei (D),to milk,megfejni,verb,2014-10-12,5,,
h,"melken, molk/melkte, gemolken/gemelkt, milkst/melkst, milkt/melkt","to notice, to realise",észrevenni,verb,2014-05-05,5,,
h,merken,"to memorize, to remember, to keep in mind",megjegyezni,verb,2014-05-05,5,,
h,merken + sich (D),to measure,mérni,verb,2015-02-01,5,,
h,"messen, maß, gemessen, misst, misst",to ignore,figyelmen kívül hagyni,verb,2014-05-07,5,,
h,missachten,to not succeed,nem sikerülni,verb,2015-05-01,5,,
h,"misslingen, misslang ,misslungen","to suspect, to distrust, to have doubts about",gyanakodni,verb,2014-05-01,5,,
h,misstrauen,to misunderstand,félreérteni,verb,2014-05-07,5,,
h,"missverstehen, missverstand, missverstanden",to bring along,magával hozni (oda-),verb,2014-05-07,5,,
h,"mitbringen, mitbrachte, mitgebracht",to participate in decision making,együtt dönteni (veledönteni),verb,2014-05-07,5,,
h,"mitentscheiden, mitentschied, mitentschiden",to participate; to take part; to join,részt venni,verb,2014-05-10,5,,
h,mitmachen,to take along,magával vinni (el-),verb,2014-05-07,5,,
h,"mitnehmen, mitnahm, mitgenommen, mitnimmst, mitnimmt",to like,szeretni (vmit),verb,2014-10-12,5,,
h,"mögen, mag, magst, mag, mögen, mögt, mögen, mochten, gemocht",to mount,szerelni; felszerelni; beszerelni; összeszerelni,verb,2015-05-01,5,,
s,montieren,to be tired from sth,fáradtnak lenni vmitől,verb,2014-10-18,5,,
h,"müde sein, bin, bist, ist, sein, seid, sein, waren, gewesen + von (D)",to make an effort,megerőltetni magát (cél érdekében),verb,2015-05-01,5,,
h,"Mühe geben, gab, gegeben, gibst, gibt + sich (D)",to have to,muszájnak lenni,verb,2014-10-12,5,,
h,"müssen, muss/muß, musst/mußt, muss/muß, müssen, müsst/müßt, müssen, mussten/mußten, gemusst/gemußt","to take sth after sb, to bring afterwards",utánavinni,verb,2014-05-07,5,,
h,"nachbringen, nachbrachte, nachgebracht",to think through,utánagondolni,verb,2014-05-07,5,,
h,"nachdenken, nachdachte, nachtgedacht",to think through sth,utánagondolni vminek,verb,2014-05-07,5,,
h,"nachdenken, nachdachte, nachtgedacht + über (A)","to emulate (sb.), to try to equal (sb.)","utánozni, majmolni",verb,2015-02-15,5,,
h,nacheifern,to celebrate later,"pótbulizni, pótünnepelni",verb,2014-05-07,5,,
h,nachfeiern,to demand; to inquire,érdeklődni; igényelni,verb,2014-05-07,5,,
h,nachfragen,to catch up on,bepótolni,verb,2014-05-07,5,,
s,nachholen,"to comply (with), to meet, to satisfy; to keep up (with); to come later",utána menni,verb,2014-05-24,5,,
s,"nachkommen, nachkam, nachgekommen",to run after sb; to chase after women,futni vki után (átv. is),verb,2014-05-07,5,,
h,"nachlaufen, nachlief, nachgelaufen, nachläufst, nachläuft",to check one's calculation; to recalculate,"utánaszámolni, újraszámolni",verb,2014-05-07,5,,
h,nachrechnen,to understand,érteni,verb,2014-05-07,5,,
h,nachvollziehen,to prove; to verify; to certify,bizonyítani; igazolni,verb,2015-02-05,5,,
h,"nachweisen, nachwies, nachgewiesen, nachweist, nachweist","to gnaw, to nibble",rágcsálni,verb,2014-08-06,5,,
h,nagen,to take,"venni, elvenni",verb,2014-10-12,5,,
h,"nehmen, nahm, genommen, nimmst, nimmt",to name,megnevezni; nevezni (vkit),verb,2014-05-01,5,,
h,"nennen, nannte, genannt",to annoy sb,"idegesít, bosszant engem",verb,2014-05-29,5,,
s,nerven + sich (A),to be nervious,"idegesnek, nyugtalannak lenni",verb,2014-05-29,5,,
s,"nervös sein, bin, bist, ist, sein, seid, sein, war, gewesen",to be nice to sb,kedvesnek lenni vkivel,verb,2014-10-18,5,,
h,"nett sein, bin, bist, ist, sein, seid, sein, war, gewesen + zu (D)",to sneeze,tüsszenteni,verb,2014-08-20,5,,
h,niesen,to number,számozni,verb,2015-04-18,5,,
h,nummerieren,to open (active),kinyitni,verb,2014-05-10,5,,
h,öffnen,to open (passive),kinyílni (tárgy),verb,2014-05-18,5,,
h,öffnen + sich (A),to have a break,szünetet tartani,verb,2014-08-20,5,,
h,"Pause halten, hielt, gehalten, hältst, hält",to have a break,szünetet tartani,verb,2014-08-20,5,,
h,Pause machen,to whistle,fütyülni,verb,2014-05-01,5,,
h,"pfeifen, pfiff, gepfiffen",to nurse,ápolni,verb,2014-08-02,5,,
h,pflegen,to present,prezentálni,verb,2014-05-10,5,,
h,präsentieren,"to hail, laud, praise","dicsőíteni, dicsérni, magasztalni",verb,2014-10-12,5,,
h,"preisen, pries, gepriesen",to try; to taste; to sample,kipróbálni; megkísérel,verb,2014-10-08,5,,
h,"probieren, probierte, probiert",to guess sth (to figure sth out),kitalálni vmit,verb,2014-10-12,5,,
h,"raten, riet, geraten, rätst, rät + (A)","to advise, to recommend sb (sth)",ajánlani ,verb,2014-10-12,5,,
h,"raten, riet, geraten, rätst, rät + (D) + (A)",to take out (colloquial),"kivinni (szemetet, informális)",verb,2014-10-08,5,,
s,"rausbringen, rausbrachte, rausgebracht",to go out,kimenni,verb,2014-05-24,5,,
h,"rausgehen, rausging, rausgegangen",to realize,megvalósítani,verb,2014-05-05,5,,
h,"realisieren, realisierte, realisiert",to count,számolni,verb,2014-05-01,5,,
h,rechnen,to expect something,számolni valamivel,verb,2014-05-01,5,,
s,rechnen + mit (D),to be okay with sb.,"megfelelni, jónak lenni",verb,2014-10-18,5,,
h,"recht sein, bin, bist, ist, sein, seid, sein, war, gewesen + (D)",to itch; to bother (slang),viszketni; zavarni (slang),verb,2014-10-20,5,,
h,regeln,to regulate,szabályozni,verb,2014-05-01,5,,
h,"reiben, rieb, rieben",to rub,"dörzsölni, horzsolni",verb,2014-10-12,5,,
h,reichen,"to be enough, to be sufficient; to reach; to pass, to hand, to give",elégnek lenni; elérni; odanyújtani,verb,2014-05-10,5,,
s,"reinkommen, reinkam, reingekommen",to come in,bejönni (sorra kerülni),verb,2014-05-24,5,,
h,"reinlesen, reinlas, reingelesen, reinliest, reinliest",to read sth. into sth. (colloquial),beleolvasni (informális),verb,2014-05-18,5,,
h,"reintun, reintue, reintust, reintut, reintun, reintut, reintun, reintaten, reingetan",to put in (colloquial),beletenni (informális),verb,2014-10-08,5,,
h,"reißen, riss, gerissen","to rip, to tear","tépni, széttépni, szakítani, szétszakítani, szaggatni",verb,2014-10-12,5,,
s,"reißen, riss, gerissen","to rip, to tear",szakadni,verb,2014-10-12,5,,
h/s,"reiten, ritt, geritten",to ride,lovagolni,verb,2014-05-01,5,,
h,"rennen, rannte, gerannt",to run,"futni, szaladni",verb,2014-10-12,5,,
h,renovieren,to renovate,renoválni (csak felületet),verb,2015-03-22,5,,
h,retten,to save; to rescue,megmenteni,verb,2014-05-18,5,,
h,"riechen, roch, gerochen",to use the sense of smell. to detect a smell; to reek,"szagolni, szagot érezni, szagot megérezni; bűzleni",verb,2014-10-12,5,,
h,"riechen, roch, gerochen + (A)",to smell sth; to sniff sth,"szagolni vmit, beleszagolni vmibe",verb,2014-10-12,5,,
h,"riechen, roch, gerochen + nach (D)",to have a scent; to smell (like sth),"vmilyen szagúnak lenni, vmilyen szagot/illatot árasztani",verb,2014-10-12,5,,
h,"ringen, rang, gerungen","to wrestle, to struggle","birkózni, küszködni, küzdeni",verb,2014-10-12,5,,
s,"rinnen, rann, geronnen",to flow; to leak,folyni; ereszteni,verb,2014-10-12,5,,
h,"rüberbringen, rüberbrachte, rübergebracht",to put sth. across,átvinni (fizikálisan),verb,2014-05-07,5,,
h,rüberholen,"to fetch, to fetch sb over",áthozni (fizikálisan),verb,2014-05-07,5,,
h,rudern, to row,evezni,verb,2014-08-05,5,,
h,"rufen, rief, gerufen",to call,hívni (telefonon),verb,2014-10-12,5,,
h,"rumbringen, rumbrachte, rumgebracht",to bring sb. round,körülvinni,verb,2014-05-07,5,,
h,"rumkommen, rumkam, rumgekommen",to get around,elkerülni (elvont v. fizikális),verb,2014-05-07,5,,
s,"rumspringen, rumsprang, rumgesprungen",to jump around,ugrálni,verb,2015-05-01,5,,
h,"runterbringen, runterbrachte, runtergebracht",to bring down; to get sth. down (stairs),levinni,verb,2014-05-07,5,,
h,"runternehmen, runternahm, runtergenommen, runternimmst, runternimmt",to take down,levenni vmit (föntről),verb,2014-05-07,5,,
s,runterspringen,to jump off,leugrani,verb,2015-05-01,5,,
h,rutschen,"to slide, to slip (accident)",elcsúszni,verb,2014-05-05,5,,
s,rutschen,"to slide, to slip (sport)",csúszni (sport),verb,2014-05-05,5,,
h,sanieren,to redevelop; to reconstruct,renoválni (alaposan),verb,2015-03-22,5,,
h,"Satt haben, habe, hast, hat, haben, habt, haben, hatte, gehabt",to be fed up,elegének lenni,verb,2014-06-10,5,,
s,"Satt sein, bin, bist, ist, sein, seid, sein, war, gewesen",to be full,jóllakva lenni,verb,2014-06-10,5,,
s,"sauer sein, bin, bist, ist, sein, seid, sein, war, gewesen + auf (A)",to be angry at sb,dühösnek lenni vkire,verb,2014-10-11,5,,
h,"saufen, soff, gesoffen, säufst, säuft",to booze; to drink (animal),"piálni, inni (állat)",verb,2014-08-13,5,,
h,"saugen, sog/saugte, gesogen/gesaugt",to suck,"szívni, szopni (nem vulgáris)",verb,2014-10-12,5,,
h,"schaffen, schuff/schaffte, geschaffen/geschafft","to create, to produce, to establish; to be able",létrehozni; képesnek lenni,verb,2014-05-01,5,,
h,"schätzen,  schätzte, geschätzt, schätzt, schätzt",to value (highly); to appreciate; to guess,"értékelni (nagyra), értékelést adni",verb,2014-08-24,5,,
h,"scheiden, schied, geschieden",to divorce (not used),elválni (magában nem használt),verb,2014-10-06,5,,
h,"scheinen, schien, geschienen","to appear, to seem",tűnni,verb,2014-10-12,5,,
h,"scheißen, schiss, geschissen",to shit (vulgar),szarni (vulgáris),verb,2014-10-12,5,,
h,"schelten, schalte, gescholten, schiltst, schilt",to scold,szidalmazni; lehordani,verb,2014-10-12,5,,
h,"scheren, schor/scherte, geschoren/geschert","to shear (sheep), to cut, to trim (hair)","nyírni, lenyírni",verb,2014-10-12,5,,
h,"schieben, schob, geschoben","to push, to shove","tolni, eltolni",verb,2014-05-01,5,,
s,"schiefgehen, schiefging, schief gegangen",to go bad,félremenni,verb,2014-05-01,5,,
h,"schießen, schoss, geschossen","to shoot, to fire (gun or camera); to score a goal; to shoot up (drugs, slang)","tüzelni (fegyverrel); fényképezni; gólt lőni; belőni (drogot, slang)",verb,2014-10-12,5,,
h,schimpfen,to badmouth (coll.); to offend; to rant; to scold,veszekedni; szidni; ,verb,2015-02-07,5,,
h,schimpfen + auf (A),to rail against sth,szidni vkit/vmit; leszidni (gyereket),verb,2015-02-07,5,,
h,schimpfen + mit (D),to rant and rave at sb,veszekedni vkivel,verb,2015-02-07,5,,
h,"schlafen, schlief, geschlafen, schläfst, schläft",to sleep,aludni,verb,2014-10-12,5,,
h,"schlagen, schlug, geschlagen, schlägst, schlägt","to beat, to hit, to knock, to strike, to punch, to hammer, to pound",ütni,verb,2014-05-07,5,,
s,"schlecht sein, bin, bist, ist, sein, seid, sein, waren, gewesen + für (A)",to do wrong to sth,rosszat tenni vminek,verb,2014-10-18,5,,
s,"schleichen, schlich, geschlichen","to crawl. to advance slowly, to creep","lopózni, osonni; vánszorogni",verb,2014-10-12,5,,
h,"schleifen, schliff/schleifte, geschliffen/geschleift",to pull; to whet,"vonszolni, hurcolni, cipelni; megfenni",verb,2014-10-12,5,,
h,schlendern,to stroll,sétálni,verb,2014-08-11,5,,
h,"schließen, schloss, geschlossen","to shut, to close, to shut down; to conclude","zárulni; végződni, befejeződni, bezárulni",verb,2014-10-12,5,,
h,"schließen, schloss, geschlossen + (A)","to shut sth, to close sth, to shut sth down; to conclude sth","bezárni vmit, becsukni vmit; befejezni vmit",verb,2014-10-12,5,,
h,"schmeißen, schmiss, geschmissen","to throw, to fling, to chuck (collequal)","dobni, dobálni, hajítani",verb,2014-10-12,5,,
h,"schmelzen, schmolz, geschmolzen",to melt sth; to liquefy sth,"megolvasztani, olvasztani",verb,2014-10-13,5,,
s,"schmelzen, schmolz, geschmolzen",to melt; to liquefy,"megolvadni, olvadni",verb,2014-10-12,5,,
h,schmuggeln,to smuggle,csempészni,verb,2014-05-01,5,,
h,"schneiden, schnitt, geschnitten",to cut,vágni,verb,2014-10-12,5,,
h,"schreiben, schrieb, geschrieben",to write,írni,verb,2014-10-12,5,,
h,"schreien, schrie, geschrieen",to cry; to weep,sírni; könnyezni,verb,2014-10-12,5,,
s,"schreiten, schritt, geschritten","to stride, to step, to walk deliberately",kilépni; átlépni,verb,2014-10-12,5,,
h,schummeln,to cheat,csalni,verb,2014-05-01,5,,
h,schützen,to protect; to shelter; to defend,védeni,verb,2015-04-18,5,,
h,schwänzen,"to cut (class, work, etc)",lógni,verb,2014-06-04,5,,
s,schweben,"to hover, to float",lebegni,verb,2014-10-14,5,,
h,"schweigen, schwieg, geschwiegen","to be silent, to keep quiet; to stop talking, to shut up","csöndben maradni, elhallgatni (beszédet abbahagyni)",verb,2014-10-12,5,,
s,"schwellen, schwoll/schwellte, geschwollen/geschwellt, schwillst/schwellst, schwillt/schwellt",to swell up; to bulge,bedagadni,verb,2014-10-12,5,,
h,"schwimmen, schwamm, geschwommen",to swim,úszni,verb,2014-10-12,5,,
s,"schwimmen, schwamm, geschwommen",to float,lebegni,verb,2014-10-12,5,,
s,"schwinden, schwand, geschwunden",to shrink; to wane; to vanish,"fogyni, elfogyni; elmúlni; eltűnni",verb,2014-10-12,5,,
h,"schwingen, schwang, geschwungen",to swing sth,lengetni vmit,verb,2014-10-12,5,,
s,"schwingen, schwang, geschwungen",to swing,"lengeni, inogni, billegni",verb,2014-10-12,5,,
h,"schwören, schwor, geschworen",to swear,"esküdni, megesküdni, esküdözni",verb,2014-10-12,5,,
h,Segel setzen,to set sail,kihajózni,verb,2014-10-14,5,,
h,segnen,to bless,megáldani,verb,2014-10-14,5,,
h,"sehen, sah, gesehen, siehst, sieht",to see,látni,verb,2014-05-01,5,,
s,"sein, bin, bist, ist, sein, seid, sein, waren, gewesen",to be,lenni,verb,2014-05-11,5,,
h,"senden, sandte/sendete, gesandt/gesendet","to send, to forward; to transmit, to broadcast",küldeni; továbbítani,verb,2014-10-12,5,,
h,setzen,to set; to put,rakni,verb,2014-10-08,5,,
h,setzen + sich (A),to sit down,leülni,verb,2014-10-08,5,,
h,setzen + sich (A) + zur Ruhe,to retire,nyugdíjba vonulni,verb,2015-02-10,5,,
h,"sich scheiden lassen, ließ, gelassen, lässt/läßt, lässt/läßt","to get divorced, to divorce",elválni,verb,2014-10-06,5,,
h,"sieden, sott/siedete, gesotten/gesiedet","to boil; to simmer, seethe",forrni; bugyogni,verb,2014-10-12,5,,
h,siegen,to win,győzni,verb,2014-05-01,5,,
h,siezen,to use the formal form of address,magázni,verb,2014-07-06,5,,
h,"singen, sang, gesungen",to sing,énekelni,verb,2014-10-12,5,,
s,"sinken, sank, gesunken",to sink,"süllyedni, lesüllyedni",verb,2014-10-12,5,,
h,"sinnen, sann, gesonnen","to think, to ponder, to cogitate (elevated)",gondolkozni (emelkedett),verb,2014-10-12,5,,
h,"sitzen, saß, gesessen","to sit; to stay (in one place), to remain; to be (in a particular place or state); to do time, to spend time in jail (colloquial)","ülni; egyhelyben lenni, maradni; börtönben ülni (informális)",verb,2014-10-12,5,,
h,sorgen + für (A),"to look after sth, to take care of sth, to provide",gondoskodni vmiről,verb,2014-05-10,5,,
h,sorgen + sich (A) + um (A),to worry about sb.,aggódni vki miatt,verb,2014-05-10,5,,to tend to sth; to be careful of sth; to be scared for sb/sth
h,Sorgen machen + (D),"to cause sb sorrow, to worry sb",,verb,2015-05-02,5,,
h,Sorgen machen + sich (A) + über (A),to worry about sth.,aggódni vmi miatt,verb,2014-05-10,5,,to bother; to fret; to worry
h,Sorgen machen + sich (A) + um (A),to worry about sb.,aggódni vki miatt,verb,2014-05-10,5,,
h,sortieren,to sort; to range; to classify,szortírozni,verb,2014-10-08,5,,
h,Spaß verderben,"to spoil (the party, enjoyment of others)",elrontani a hangulatot,verb,2015-04-18,5,,
h,speichern,to save,"menteni, elmenteni",verb,2014-10-10,5,,
h,"speien, spien, gespien",to spit,köpni,verb,2014-10-12,5,,
h,sperren,to bar; to space out the letters,elzárni,verb,2015-03-04,5,,
h,"spinnen, spann, gesponnen",to spin,"forogni, pörögni; fonni, sodorni, szőni",verb,2014-10-12,5,,
h,"spinnen, spann, gesponnen + (A)",to spin sth.,"forgatni, pörgetni vmit",verb,2014-10-12,5,,
h,"spleißen, spliss, gesplissen",to split,szétválasztani,verb,2014-10-12,5,,
h,Sport machen,to sport,sportolni,verb,2014-05-01,5,,
h,"Sport treiben, trieb, getrieben",to sport,sportolni,verb,2014-05-01,5,,
h,"sprechen, sprach, gesprochen, sprichst, spricht",to speak,beszélni,verb,2014-10-12,5,,
s,"sprießen, spross, gesprossen",to sprout,"csírázni, sarjadni",verb,2014-10-12,5,,
s,"springen, sprang, gesprungen",to jump,ugrani; szökkenni,verb,2014-05-10,5,,
h,spüren,to feel,"érezni, érzékelni",verb,2014-08-20,5,,
s,stammen,"to descend, to originate, to be derived",származni,verb,2014-08-31,5,,
h,"stattfinden, stattfand, stattgefunden","to take place, to happen",megrendezésre kerülni; helyet kap,verb,2014-05-09,5,,
h,"stechen, stach, gestochen, stichst, sticht",to stick,"szúrni, átszúrni",verb,2014-08-20,5,,
h,"stehlen, stahl, gestohlen, stiehlst, stiehlt",to steal,lopni,verb,2014-10-12,5,,
s,"steigen, stieg, gestiegen","to ascend, to climb; to rise",mászni; lovagolni,verb,2014-05-01,5,,
s,"sterben, starb, gestorben, stirbst, stirbt",to die,meghalni,verb,2014-05-09,5,,
s,stiefeln,to march,menetelni,verb,2014-05-24,5,,
s,stolpern,"to stumble, to trip",megbotlani,verb,2014-08-11,5,,
h,"stoßen, stieß, gestoßen, stößt, stößt","to thrust, to bump","lökni, döfni",verb,2014-10-12,5,,
h,strecken + sich (A),to stretch,nyújtozkodni,verb,2014-10-18,5,,
h,"streichen, strich, gestrichen",to paint (wall),festeni (falat),verb,2014-05-01,5,,
h,"streiten, stritt, gestritten",to argue,veszekedni,verb,2014-05-01,5,,
h,"strinken, strank, gestrunken",to knit,kötni,verb,2014-10-12,5,,
h,stützen,"to support; to rest, to lean",védeni,verb,2014-06-06,5,,
h,tauschen,"to trade; to exchange, to swap",cserélni; kicserélni,verb,2014-07-30,5,,
h,teilen,"to divide, to share",osztani,verb,2015-03-30,5,,
h,"teilnehmen, teilnahm, teilgenommen, teilnimmst, teilnimmt",to participate,részt venni,verb,2014-05-11,5,,
h,telefonieren,to call; to make calls,telefonálni,verb,2014-05-10,5,,
h,"tragen, trug, getragen",to carry sth,cipelni vmit,verb,2014-10-12,5,,
h,trauen,to trust,"bízni, megbízni",verb,2014-08-24,5,,
h,"treffen, traf, getroffen, triffst, trifft + sich (A)",to meet,találkozni,verb,2014-10-08,5,,
h,"treiben, trieb, getrieben",to drift; to float,"sodródni; úszni, lebegni",verb,2014-10-12,5,,
s,"treiben, trieb, getrieben",to drive (eg. livestock); to urge,terelni; sürgetni,verb,2014-10-12,5,,
h,trennen,"to separate, to sort",szétválasztani,verb,2015-03-22,5,,
h,trennen + sich (A) + von (D),"to separate, to disunite",szakítani vkivel,verb,2014-06-09,5,,
h,"treten, trat, getreten, trittst, tritt","to step, to tread",taposni,verb,2014-10-12,5,,
s,"treten, trat, getreten, trittst, tritt","to pedal, to walk","járni, pedálozni",verb,2014-10-12,5,,
h,"treten, trat, getreten, trittst, tritt + (A)","to step, to tread, to trample sth",taposni vmit; rúgni vmit,verb,2014-10-12,5,,
h,"trinken, trank, getrunken",to drink,inni,verb,2014-10-12,5,,
h,"trügen, trog, getrogen",to be deceptive,megtévesztőnek lenni,verb,2014-10-12,5,,
h,"trügen, trog, getrogen",to deceive sb,megtéveszteni vkit,verb,2014-10-12,5,,
h,"tun, tue, tust, tut, tun, tut, tun, taten, getan",to do,"tenni, csinálni",verb,2014-05-01,5,,
h,tuscheln,to whisper,suttogni,verb,2014-08-02,5,,
s,"typisch sein, bin, bist, ist, sein, seid, sein, waren, gewesen + für (A)",to be typical of sb,tipikus vkitől,verb,2014-10-18,5,,
h,üben,to practice,gyakorolni,verb,2014-05-01,5,,
h,"über|geben, übergab, übergeben, übergibst, übergibt",to deliver,átadni (üzenetet),verb,2014-05-01,5,,
h,über|kochen,to overboil,túlfut,verb,2015-05-03,5,,
h,"überbringen, überbrächte, überbracht",to deliver,átadni (üzenetet),verb,2014-05-07,5,,
s,"überfliegen, überflog, übergeflogen","to skim (read quickly, skipping some detail)",elrepülni vmi fölött,verb,2014-05-07,5,,
h,überholen,to overtake,megelőzni,verb,2014-05-01,5,,
h,überhören,to miss hearing sth.; to not hear sth.,"elhallani, átsiklani vmi fölött (beszédben)",verb,2014-05-07,5,,
h,"überlassen, überließ, überlassen, überlässt, überlässt",to bequeath,átruházni; ráhagyni vmit (tárgyat),verb,2014-05-01,5,,
s,"überlaufen, überlief, übergelaufen, überläufst, überläuft",to overflow; to defect,kifutni (pl. tej),verb,2014-05-07,5,,
h,überlegen,"to consider, to think, to reason",átgondolni,verb,2014-05-18,5,,
h,"überlesen, überlas, übergelesen, überliest, überliest",to read over; to ignore,"félreolvasni, átsiklani vmi fölött (olvasásban)",verb,2014-05-07,5,,
h,"übernehmen, übernahm, übernommen, übernimmst, übernimmt",to adopt; to take over,átvenni; átvállalni,verb,2014-05-01,5,,
h,überprüfen,"to review, to check",leellenőrizni; átvizsgálni; ellenőrizni,verb,2014-05-07,5,,
h,überqueren,"to cross, to traverse","áthaladni, átmenni",verb,2014-05-29,5,,
h,"übersehen, übersah, übergesehen, übersiehst, übersieht",to overlook,"elnézni, benézni, nem észrevenni",verb,2014-05-01,5,,
h,Überstunde leisten,to do overtime,túlórázni,verb,2014-08-20,5,,
h,Überstunde machen,to do overtime,túlórázni,verb,2014-08-20,5,,
h,übertreiben,"to exaggerate, to overdo",eltúlozni; túlzásba vinni,verb,2015-05-03,5,,
s,überwechseln,to transfer; to change sides,átváltani; váltani,verb,2014-05-07,5,,
h,"überweisen, überwich, übergewichen",to transfer,átutalni,verb,2015-03-30,5,,
h,"überwinden, überwand, überwunden",to overcome,"legyőzni, legyűrni",verb,2014-10-14,5,,
h,überzeugen,"to convince, to win over",meggyőzni,verb,2014-05-11,5,,
h,"überziehen, überzog, überzogen","to put on; to overrun, to overdraw",felvenni; túlkölteni,verb,2014-05-01,5,,
h,um|bauen,"to convert (building); to reconstruct, to rebuild",átépíteni,verb,2014-05-07,5,,
h,"um|benennen, umbenannte, umbenannt",to rename,átnevezni,verb,2014-05-01,5,,
h,"um|bringen, umbrachte, umgebracht","to kill, to murder",meggyilkolni vkit,verb,2014-06-04,5,,
h,um|buchen,to rebook,átfoglalni,verb,2014-05-07,5,,
h,um|drehen,to faint; to overturn,eldőlni; felborítani,verb,2014-05-07,5,,
